Property_ID,Latitude,Longitude,Property_Price,Property_Size_sqft,Bedrooms,Bathrooms,Property_Type,Transaction_Type,Consumer_Income,Consumer_Age,Purchase_Score,Distance_to_City_km,Region
311,11.57587,78.820177,425538,1190,1,1,House,Rent,132597,58,9.67,45.85,East
312,9.410094,78.057368,467051,1121,4,1,Villa,Sale,69915,70,1.47,32.53,South
313,8.278482,77.920988,274401,680,3,2,House,Rent,106610,70,4.27,21.47,South
314,10.829216,78.930714,249105,1984,2,1,Apartment,Sale,87714,67,7.73,33.62,North
315,11.116151,79.183532,109426,710,4,2,Villa,Rent,37182,46,4.4,31.19,South
316,9.488336,76.300765,129309,1390,3,1,House,Rent,127948,63,5.07,35.54,North
317,12.16633,79.042951,261685,799,1,2,Villa,Sale,36278,67,8.99,15.32,West
318,10.364105,79.851744,455337,3864,4,3,Apartment,Rent,145245,38,6.64,43.11,South
319,11.083412,77.315325,286434,2443,3,4,Apartment,Rent,106796,69,8.68,4.66,North
320,12.793097,77.138513,334158,3458,1,2,Apartment,Rent,141089,28,6.15,28.47,South
321,11.005407,79.612807,275670,3031,5,3,Apartment,Sale,133351,59,3.22,35.8,South
322,9.724336,78.764037,296887,1266,1,4,Apartment,Sale,43821,50,3.46,4.1,South
323,8.062177,79.23896,82579,920,1,1,Apartment,Sale,37852,44,2.5,42.53,West
324,10.771934,79.224103,312278,1156,4,3,Villa,Rent,148076,53,1.33,49.97,West
325,11.301666,78.961776,358912,2484,2,2,House,Rent,35756,22,5.3,29.43,South
326,10.309572,76.177925,92994,2689,4,4,Apartment,Sale,124473,30,1.85,14.75,West
327,12.452917,77.129096,150230,1263,2,2,Villa,Sale,81128,43,8.81,37.35,West
328,8.795125,79.163127,185283,1291,4,3,House,Sale,128888,63,8.66,30.45,South
329,9.325988,79.147631,109733,3738,2,2,Villa,Sale,136396,52,6.22,27.1,North
330,9.797284,77.777995,82391,2680,1,1,House,Sale,91039,33,6.4,1.59,North
331,9.067769,76.682004,201357,1429,1,2,House,Rent,90224,31,2.08,42.16,West
332,11.825263,77.66478,447774,2253,3,2,House,Rent,29455,35,7.2,8.66,North
333,10.446647,79.03071,302443,3990,2,3,Villa,Sale,56197,21,4.56,30.45,South
334,8.456234,78.137345,472524,921,1,2,Villa,Rent,114790,49,6.39,28.45,South
335,10.187539,76.716036,186058,966,2,1,Apartment,Sale,92468,53,1.54,28.05,North
336,8.179017,77.854787,339028,3469,4,3,House,Sale,126358,39,3.44,20.26,East
337,9.642645,76.449768,197681,3515,1,1,Apartment,Sale,28052,58,3.87,44.67,North
338,9.539784,79.92959,418991,3082,1,3,Villa,Sale,137018,24,2.25,15.09,North
339,9.003108,76.961849,305567,2316,4,3,House,Sale,101943,64,3.77,22.15,South
340,9.854381,79.846187,268696,1741,4,4,Apartment,Sale,22820,34,6.52,6.7,East
341,9.11781,79.492492,498744,3670,2,2,Villa,Sale,38298,44,5.57,35.56,West
342,12.759407,76.057827,192952,1491,5,1,Apartment,Sale,142562,26,9.5,40.2,North
343,12.839519,78.034718,335616,1140,4,1,House,Sale,101385,44,1.06,49.75,East
344,10.944151,78.954506,337842,3091,2,3,Apartment,Sale,82075,39,6.86,1.82,West
345,8.876226,79.782888,285337,1542,5,1,Villa,Rent,130063,63,3.33,38.04,West
346,12.353429,77.668749,429568,2485,2,3,House,Rent,39589,46,5.84,35.9,North
347,12.898952,76.828726,73784,3676,1,2,House,Sale,37249,24,4.1,33.99,South
348,9.934832,76.161103,320198,1292,2,3,House,Rent,143166,47,4.51,22.01,East
349,12.040198,79.23266,255685,3168,3,4,Apartment,Rent,141688,40,2.75,27.8,South
350,9.094716,79.645423,487069,536,1,3,Apartment,Sale,27171,68,5.73,18.81,West
351,11.347573,77.827774,261840,3737,2,1,Villa,Rent,41731,28,6.71,2.38,East
352,12.498835,76.396252,229319,3193,4,1,House,Sale,117279,24,2.61,1.14,North
353,10.603888,78.106591,132838,736,5,2,House,Sale,27645,58,4.36,23.71,South
354,8.675349,77.934817,281252,3473,2,1,House,Rent,80076,40,8.53,15.68,East
355,8.871506,76.132796,244717,699,1,3,Villa,Sale,60175,25,3.52,38.22,West
356,12.434852,76.524387,106789,1415,2,2,House,Rent,76474,49,2.85,43.37,North
357,10.59449,78.5357,56500,2022,3,4,House,Rent,133911,62,5.39,23.63,West
358,11.679367,76.944353,432885,1258,4,4,House,Sale,96018,37,8.29,42.64,North
359,11.226623,79.132925,186691,3468,2,3,Apartment,Sale,90669,56,5.37,19.33,North
360,10.950248,76.400563,403233,2149,2,1,Apartment,Rent,53582,57,7.77,16.86,West
361,9.929809,77.000979,446788,1121,4,1,House,Rent,52153,50,3.0,13.09,West
362,11.905793,76.033946,205671,2126,1,3,House,Sale,92671,51,9.46,17.54,West
363,10.945582,79.436882,142435,1037,1,4,Apartment,Rent,137310,66,2.02,44.48,East
364,11.24712,78.797382,307657,3526,4,3,Apartment,Sale,87852,54,4.41,4.82,South
365,12.865987,77.909676,444147,2107,5,4,Apartment,Rent,146452,69,4.73,42.8,West
366,12.288795,77.017651,374568,538,3,4,Villa,Sale,41861,35,5.7,37.87,South
367,12.163675,78.317062,202901,603,4,2,House,Rent,60754,49,3.9,41.46,West
368,12.559378,79.773474,468381,2947,1,4,Villa,Sale,62786,32,9.68,39.72,South
369,8.88269,76.716305,118012,1614,3,3,Apartment,Rent,93297,40,7.93,32.34,East
370,11.049503,79.562595,264067,3959,1,3,House,Sale,88838,70,4.46,12.2,West
371,12.075088,79.732209,458049,3700,2,2,Villa,Rent,88949,21,4.27,49.54,North
372,9.267966,76.824336,155579,1018,1,3,Villa,Rent,79255,28,8.14,49.73,West
373,8.620822,76.704573,451946,2873,1,4,Villa,Sale,92828,48,7.87,10.23,East
374,9.165439,77.47362,143747,3675,4,1,Apartment,Sale,41281,43,3.19,28.36,South
375,9.939815,78.097868,360049,3331,1,2,Villa,Rent,57729,68,6.4,15.1,East
376,12.636055,78.573264,397111,1234,4,4,Apartment,Sale,142778,69,9.55,2.77,South
377,8.253666,79.195584,412894,2986,4,3,Villa,Rent,79496,25,2.36,42.19,South
378,8.930016,79.85546,367187,2377,2,4,Villa,Sale,46775,58,8.09,12.56,South
379,8.764191,79.618628,444768,3819,2,4,Apartment,Sale,108026,50,5.91,18.71,East
380,11.356002,77.652753,478217,3463,1,4,House,Rent,142053,62,6.32,21.28,South
381,10.313815,79.817954,213105,3531,4,1,House,Rent,147434,66,2.8,2.54,West
382,10.663022,79.359097,398609,1677,5,2,Villa,Sale,91382,23,3.14,14.58,South
383,12.303055,76.424341,57620,1427,1,1,Apartment,Sale,93372,31,1.48,15.95,West
384,9.019208,77.0317,223919,3768,5,3,Apartment,Sale,42980,49,7.93,38.87,West
385,12.697256,76.183587,120503,1288,2,1,Apartment,Sale,139672,59,6.19,31.95,West
386,8.400972,76.648797,430656,1512,2,1,Villa,Rent,98026,21,4.09,17.1,East
387,10.576146,77.257069,456067,3090,2,2,Villa,Sale,50140,31,6.91,2.5,South
388,9.037723,77.40926,212688,2531,4,2,Apartment,Sale,32523,24,2.42,44.85,East
389,10.48655,78.31964,446579,3116,4,2,Apartment,Rent,147359,68,3.59,49.72,East
390,11.436498,76.479618,159210,2061,5,4,Apartment,Sale,147779,58,8.06,44.4,West
391,9.796932,77.713181,63555,2721,3,2,Villa,Sale,43593,28,3.44,10.53,South
392,11.854177,79.824322,388414,3551,3,4,Villa,Rent,112210,23,1.02,24.44,South
393,11.382504,77.414751,424735,1864,2,4,Apartment,Rent,55222,33,5.31,36.59,East
394,11.406754,77.316218,298033,1229,3,2,House,Rent,98896,22,9.05,47.96,West
395,11.191056,78.52049,350422,1488,4,3,Villa,Sale,38414,41,9.15,22.57,East
396,9.502162,79.117198,350424,1925,4,1,Villa,Sale,34610,52,5.94,47.94,East
397,10.582236,78.679184,137540,3309,5,3,Apartment,Rent,37135,53,3.2,17.69,West
398,8.485632,78.601134,361307,1971,1,3,Apartment,Sale,107790,38,8.67,25.6,North
399,11.8491,78.385858,117977,2275,3,2,House,Sale,88989,70,6.84,48.41,North
400,8.152834,77.420594,289642,1290,1,1,Villa,Sale,73378,28,8.51,23.66,North
401,11.978387,78.853406,125221,886,4,1,Apartment,Sale,66412,28,7.76,17.89,South
402,12.583256,78.568206,80358,1233,4,3,Apartment,Rent,86119,34,1.62,14.0,East
403,12.767984,79.386816,188174,1980,1,3,Villa,Rent,48069,23,7.05,13.38,East
404,11.135021,79.165837,309311,662,4,3,Apartment,Sale,95406,21,7.22,21.15,West
405,11.854257,77.953066,320810,1430,1,2,House,Sale,89117,62,2.37,48.13,South
406,11.716217,78.594898,107396,2195,2,2,House,Sale,135446,44,3.24,6.31,North
407,11.327786,76.67307,50893,1316,4,2,House,Rent,148920,37,9.7,12.98,West
408,12.990362,76.363206,208310,3800,1,1,Apartment,Rent,63591,61,2.3,4.75,West
409,8.689672,76.128761,416095,2944,4,4,Villa,Sale,107856,60,4.3,27.81,West
410,10.470467,79.619287,360068,1289,5,2,Apartment,Rent,123666,24,3.77,28.76,West
411,9.661132,78.006081,258080,3695,4,4,Apartment,Sale,91522,62,8.53,22.61,West
412,8.230609,77.183384,348176,1789,4,2,Villa,Rent,138976,51,8.32,27.65,West
413,11.818584,76.326338,126584,2699,4,1,Villa,Sale,109495,40,9.45,33.15,South
414,11.755948,79.47336,187473,1328,2,3,House,Rent,76051,36,2.69,29.75,North
415,11.481788,77.397591,181723,2835,2,3,Apartment,Rent,116191,49,4.48,30.01,South
416,11.714152,78.713189,125137,1785,4,4,Villa,Rent,144114,39,5.56,16.3,South
417,9.377582,78.449813,286783,3888,3,2,Apartment,Sale,117223,67,5.68,46.58,East
418,12.715197,79.222865,431273,1963,4,2,House,Sale,119314,31,1.85,18.85,South
419,9.004284,77.071912,279104,2450,3,1,Apartment,Sale,110852,34,8.43,2.97,South
420,9.484955,78.929027,362446,628,2,3,House,Rent,142244,60,5.69,27.62,East
421,9.893239,78.163484,180536,3142,1,1,House,Rent,88261,46,7.72,34.58,East
422,11.086206,78.484716,392820,3910,2,3,Apartment,Rent,145003,59,1.47,42.98,North
423,12.286845,76.060487,236058,3744,5,1,Apartment,Sale,141325,47,2.7,1.89,East
424,11.425591,78.614323,463273,3292,4,2,Apartment,Rent,136815,41,5.11,39.38,East
425,11.099211,76.234885,79248,1883,5,2,House,Rent,138398,54,3.15,23.05,North
426,9.340096,76.950723,429473,1250,3,3,Villa,Sale,69949,49,5.85,13.86,West
427,8.446337,77.347482,282923,1457,5,2,Apartment,Rent,116791,53,5.59,35.78,South
428,8.979883,76.13933,92043,3005,5,1,House,Rent,141404,38,4.92,29.11,North
429,11.331553,77.932829,229598,2219,5,4,House,Sale,68389,65,8.07,22.12,West
430,12.305683,77.26531,477618,3807,2,2,Villa,Rent,125441,24,4.11,46.7,North
431,11.644762,77.521266,229741,3064,4,2,Apartment,Rent,109168,65,1.16,40.45,East
432,8.160301,78.091982,83607,731,1,4,Villa,Rent,42096,63,2.06,20.67,East
433,12.852488,79.306203,235860,2054,2,4,House,Rent,55480,29,8.45,37.18,West
434,12.688591,78.664158,190965,2137,1,1,House,Sale,145433,22,3.74,30.37,South
435,11.744443,76.336506,484497,2455,2,4,Apartment,Sale,134344,54,2.7,14.43,South
436,10.512671,77.237486,83428,3552,1,4,House,Rent,133526,49,9.67,24.66,South
437,9.359797,78.728021,88995,1192,2,4,Villa,Rent,44988,43,3.2,13.31,West
438,9.785789,78.6677,133010,2083,2,3,Apartment,Rent,49010,26,7.81,22.72,South
439,11.306602,79.971237,432469,1003,2,1,Apartment,Sale,123117,53,5.81,13.35,West
440,12.787126,77.114505,126833,1347,3,3,Villa,Sale,141017,22,7.54,30.82,East
441,8.299454,79.86432,237919,3459,3,1,Villa,Rent,76738,62,8.19,29.86,West
442,12.633792,76.359855,484931,1412,2,3,House,Sale,89159,52,1.9,28.52,South
443,9.114639,79.338329,383546,3479,4,2,House,Rent,90996,48,8.92,22.46,North
444,9.478863,78.602976,401485,1575,4,3,Villa,Rent,44599,34,6.8,12.56,North
445,9.198598,79.190124,54074,3883,3,2,Villa,Sale,93214,40,4.01,3.9,West
446,8.072077,77.212568,381859,2760,4,2,Apartment,Sale,129230,55,9.11,33.35,East
447,10.898795,76.935776,317167,3508,5,2,Villa,Sale,30825,44,1.28,2.36,North
448,10.507436,77.3056,94518,3572,1,2,Villa,Rent,39278,49,8.01,13.01,West
449,8.182841,78.244135,336582,3723,3,4,Apartment,Rent,139471,66,6.1,8.17,North
450,9.607402,79.151089,97433,3096,3,1,Apartment,Sale,94564,65,4.57,3.62,South
451,11.685397,79.235397,181486,1619,2,3,House,Sale,74528,46,7.72,1.87,West
452,10.991697,77.908886,416923,3157,3,1,Apartment,Rent,50566,49,5.85,38.89,North
453,12.80219,78.116829,318300,2749,1,2,House,Rent,146712,66,8.17,2.25,West
454,12.121508,76.734408,447973,2053,5,3,House,Sale,91775,28,5.85,15.9,North
455,9.80122,79.749582,50990,771,3,4,Villa,Sale,52483,55,6.73,25.02,South
456,8.406747,76.019645,399247,3011,4,4,House,Sale,58584,59,3.9,4.5,North
457,11.876934,79.721905,352871,3844,4,1,Apartment,Sale,134375,52,8.08,32.13,East
458,11.940005,79.660784,110423,3882,2,3,Apartment,Sale,141184,39,5.05,28.96,West
459,12.490099,78.720068,196460,1719,4,2,House,Rent,127041,47,3.35,40.65,East
460,12.554305,77.914913,178161,3474,2,3,Villa,Rent,60000,53,6.34,8.61,South
461,11.258527,78.604826,110374,2444,4,1,Villa,Rent,66377,42,6.02,38.24,West
462,11.975797,78.634168,377663,2051,4,4,Villa,Rent,43510,56,3.53,12.38,South
463,12.578782,77.524543,103250,1527,3,1,Apartment,Sale,63405,66,3.39,3.87,North
464,9.157446,76.386822,143874,1094,3,4,Apartment,Rent,39595,56,7.62,38.14,West
465,12.384096,79.156842,77042,1034,5,1,Apartment,Rent,69658,64,7.21,28.18,South
466,8.314409,77.615543,456029,3208,4,2,Villa,Rent,77510,50,5.62,6.29,North
467,8.805996,79.714435,350586,1176,4,3,Apartment,Sale,94142,64,7.38,3.43,East
468,9.896701,77.578711,454056,2121,5,2,House,Rent,108172,29,4.58,39.04,West
469,11.468465,79.744984,153698,3754,2,4,Apartment,Rent,104820,67,6.29,17.86,West
470,12.004918,77.784963,117372,1512,5,4,Villa,Rent,24800,61,7.46,45.11,West
471,9.394688,79.636957,184460,3847,5,2,Apartment,Sale,89245,38,8.78,16.56,North
472,10.135765,78.22687,355289,3519,1,2,House,Sale,72870,44,1.15,34.24,West
473,8.67593,76.208344,435402,1260,3,4,House,Sale,101418,48,4.42,26.14,North
474,8.78264,79.80908,316395,850,3,2,Villa,Sale,32337,43,7.03,38.11,East
475,10.308399,77.276426,411284,3152,2,4,House,Sale,39252,27,4.88,9.38,South
476,10.374316,79.807775,313609,3855,3,3,Apartment,Sale,137238,46,7.18,42.76,North
477,11.094216,76.363468,358669,1247,2,4,Villa,Rent,122932,41,9.67,45.9,North
478,9.503639,79.916872,430161,3661,5,1,Villa,Sale,82280,27,2.35,35.05,South
479,8.662146,77.616909,228100,1872,4,2,House,Rent,44358,36,8.85,5.79,North
480,12.344092,78.045143,264578,2054,2,1,Apartment,Rent,108934,45,8.33,21.64,West
481,11.068596,76.450723,322602,1686,1,1,House,Rent,141012,61,8.17,16.5,South
482,10.696202,79.10705,379386,640,5,1,House,Rent,73877,63,9.72,11.49,East
483,8.307323,78.937918,460208,1920,2,1,Villa,Rent,115506,55,5.05,20.96,West
484,8.740009,77.205571,269797,2630,4,2,Villa,Sale,83793,41,7.43,42.54,South
485,11.313055,76.489675,298452,3285,3,3,Villa,Rent,77281,55,8.78,46.03,North
486,8.253873,79.282008,222873,1968,3,4,Apartment,Sale,49523,56,1.62,11.97,East
487,11.424266,76.794333,335959,2454,4,4,Villa,Rent,80596,31,7.0,21.52,North
488,10.006423,77.169198,326915,3900,1,1,House,Sale,24476,21,5.89,3.54,North
489,12.245806,79.817825,138797,1827,4,2,Villa,Rent,141262,52,4.74,6.37,North
490,10.654239,78.471266,374484,610,2,4,House,Rent,141578,31,3.79,25.99,North
491,11.296496,76.748793,428387,1023,5,3,Apartment,Sale,88144,38,2.38,8.55,South
492,9.287949,79.176156,335749,2151,5,2,Apartment,Rent,43960,23,5.21,37.2,South
493,11.017911,79.912602,200660,3154,5,4,Villa,Rent,90318,70,4.73,32.77,East
494,12.534631,79.229144,338179,3602,3,2,Apartment,Sale,43491,33,9.48,19.41,North
495,8.533475,78.324932,348914,3885,1,2,House,Sale,45365,42,7.4,41.01,North
496,10.134043,79.784615,80017,3054,5,1,Apartment,Rent,67318,31,8.0,38.69,South
497,9.44716,76.572192,405684,2996,4,2,Apartment,Sale,21800,44,8.96,15.04,South
498,12.885807,79.095149,467044,3064,1,3,Villa,Sale,93728,35,2.41,46.83,South
499,11.325006,77.83727,177017,773,2,1,Apartment,Sale,50823,70,4.57,10.92,South
500,11.309989,76.043785,292420,1974,2,1,House,Sale,100262,69,9.17,44.91,West
501,10.033745,78.641912,383000,2297,5,2,House,Rent,24259,22,9.14,19.33,North
502,10.80455,77.558692,366066,1671,5,3,Apartment,Rent,68181,43,6.46,14.75,West
503,8.035036,78.508851,358343,1315,2,2,Apartment,Sale,131618,44,8.7,8.48,West
504,8.197043,76.036296,319732,2991,1,2,House,Sale,107363,34,8.46,26.88,North
505,9.376772,78.299687,464221,2472,5,4,House,Rent,49923,25,5.59,12.38,East
506,8.62161,76.37448,300377,2694,4,3,House,Sale,113383,43,1.29,13.73,East
507,10.117398,76.875665,414731,3564,1,2,Apartment,Rent,94481,35,6.62,2.48,East
508,8.906555,78.344774,473687,2512,2,1,Apartment,Sale,80327,58,6.08,25.14,South
509,11.499561,76.685284,382129,1213,4,4,Villa,Sale,147512,42,9.07,20.79,North
510,9.463253,77.779944,286533,1316,5,2,Villa,Rent,22994,66,6.45,29.46,West
511,11.716967,79.695965,319790,1541,3,4,House,Sale,21501,49,8.03,10.41,South
512,11.144462,79.761253,105268,3206,3,3,Apartment,Rent,148508,41,7.42,31.9,North
513,11.031703,78.123014,145462,633,4,1,Villa,Sale,73236,23,2.36,10.94,North
514,10.954412,77.300192,383163,3810,3,1,Apartment,Sale,141867,36,6.09,8.96,North
515,10.72555,78.704228,485658,1636,2,3,Apartment,Sale,123280,42,8.94,29.75,West
516,9.787241,78.007594,313434,798,5,3,Apartment,Rent,147918,68,4.17,20.5,East
517,9.976587,78.224125,311883,1079,2,2,Villa,Rent,113586,69,1.81,31.12,South
518,9.164976,78.130182,430261,1699,3,3,Apartment,Rent,118093,53,1.59,7.51,West
519,9.574179,77.000339,477120,2249,1,3,Apartment,Rent,61947,32,7.6,47.48,West
520,9.581208,76.023704,324145,3094,1,1,Apartment,Sale,83938,43,2.47,8.65,West
521,10.578034,79.931954,418039,2865,4,1,Apartment,Rent,139877,29,2.64,31.72,West
522,11.61357,77.424074,217992,964,1,3,House,Sale,118326,49,8.57,31.69,South
523,11.449336,76.103653,135026,3918,4,2,Villa,Sale,81120,57,5.83,42.25,East
524,12.143774,77.658011,224178,1524,2,1,Villa,Rent,144201,34,5.24,18.37,North
525,8.214397,78.871234,314463,1334,2,2,Villa,Rent,71716,39,9.5,32.51,East
526,10.705922,76.824846,169014,611,5,4,Apartment,Sale,32612,30,6.16,36.94,West
527,12.35256,79.884406,342010,1388,1,2,House,Rent,62103,63,3.29,45.26,South
528,8.05989,79.886538,306119,2931,3,1,Apartment,Rent,28860,68,1.41,30.87,West
529,9.092182,77.55336,262168,3315,3,2,Apartment,Sale,102796,39,5.41,16.04,North
530,9.749263,77.757169,208424,2141,3,3,Apartment,Rent,101759,27,3.78,12.98,West
531,8.120351,77.141728,288699,3413,2,3,House,Sale,94630,53,5.29,30.86,West
532,12.163001,78.166199,386645,1365,4,2,Villa,Sale,122940,70,4.03,19.5,East
533,9.934038,77.684936,388270,971,5,2,Apartment,Rent,70189,69,8.45,13.06,South
534,10.575074,79.109598,487765,2145,4,4,Villa,Rent,95097,31,2.13,45.56,West
535,12.807445,78.930215,406658,3578,2,3,Villa,Sale,36674,42,8.11,43.78,East
536,11.862111,78.433248,147386,1097,3,2,Villa,Sale,40235,42,7.53,20.0,West
537,9.788055,78.850199,333080,3532,3,4,Villa,Sale,65641,38,9.39,2.09,West
538,9.289215,79.127554,410205,1363,4,3,Apartment,Sale,112771,25,9.47,33.43,North
539,12.157042,77.84509,435433,1425,1,4,Villa,Rent,39824,58,4.11,26.57,North
540,11.039204,79.738279,441692,3438,4,4,Apartment,Sale,108134,51,5.01,42.07,East
541,11.394456,79.368591,346918,1811,5,2,Villa,Sale,86479,38,2.06,35.82,South
542,8.615176,79.320172,229021,2815,1,1,Villa,Sale,23070,70,9.09,34.03,East
543,9.266895,76.738389,169648,2690,4,3,House,Rent,90207,32,7.83,48.66,East
544,10.996462,76.606376,228286,1012,3,1,House,Sale,140708,34,8.22,4.59,East
545,12.92192,76.021012,466498,3857,2,2,Villa,Sale,43444,24,1.46,38.86,South
546,10.694251,78.480349,203670,3972,1,3,Apartment,Rent,111521,47,8.4,39.13,West
547,9.303234,78.461762,439206,3008,1,1,Villa,Rent,26463,56,5.59,27.15,South
548,10.931356,76.624007,313330,3278,3,1,House,Rent,49158,57,5.43,15.58,North
549,10.813712,76.310521,203793,1521,5,1,Apartment,Rent,26254,59,8.28,3.71,East
550,10.628583,79.608625,218416,3520,1,4,House,Sale,47631,33,9.7,27.0,North
551,12.250087,76.23145,66320,3103,5,1,Apartment,Sale,97885,25,9.27,28.67,North
552,11.38979,77.794448,382752,3453,1,4,Villa,Sale,78755,48,5.35,22.08,West
553,10.864819,79.309101,360050,749,1,3,Apartment,Rent,92286,58,4.76,20.86,West
554,8.808409,79.917915,239317,926,1,4,Villa,Sale,149456,35,1.78,12.94,East
555,10.894513,78.825753,204046,2855,3,3,Apartment,Rent,104563,39,6.15,36.37,North
556,8.559889,79.390756,56853,2789,5,4,House,Sale,64472,40,4.09,5.27,East
557,10.750002,78.455696,280921,3795,2,2,House,Rent,140429,59,6.31,26.4,South
558,8.448773,76.711436,363075,1456,3,1,Apartment,Rent,84560,32,7.1,41.26,South
559,11.522126,79.852356,447338,3868,3,4,Villa,Sale,135296,30,4.99,39.08,West
560,11.002798,79.628213,90265,1444,2,1,House,Sale,121059,35,5.89,1.41,South
561,10.278922,77.252732,198117,3563,1,2,Apartment,Rent,32617,53,3.86,6.03,East
562,8.433299,79.037902,439380,2850,4,2,Villa,Rent,105540,35,4.57,17.24,South
563,8.747791,76.595763,363864,3106,3,3,House,Rent,142334,32,7.46,8.39,East
564,8.71453,76.045333,52866,994,3,3,House,Rent,125053,45,7.83,30.64,East
565,11.232463,76.274689,339408,1202,3,4,House,Rent,90003,64,4.21,42.13,North
566,9.127386,79.119063,411834,3455,5,1,Villa,Rent,113305,43,9.9,38.12,South
567,11.948348,77.524321,309113,3171,2,4,Villa,Rent,83382,42,1.57,40.56,North
568,11.873936,79.451349,481721,3194,2,1,Apartment,Sale,80392,21,1.16,41.36,North
569,9.425182,76.724578,446490,1372,3,2,House,Sale,50551,54,3.05,19.45,West
570,11.65329,77.919581,350215,2138,2,4,Apartment,Sale,99816,40,6.12,15.04,North
571,11.785598,79.621925,430490,2442,2,1,Villa,Rent,65874,36,8.77,8.58,East
572,9.3492,77.50753,75949,3244,3,2,Villa,Rent,29465,41,1.43,1.52,East
573,11.031162,76.015159,467698,2221,4,4,Villa,Rent,123557,53,3.86,4.58,South
574,10.631923,79.799914,192762,2333,4,1,Apartment,Rent,109185,42,8.22,36.66,South
575,10.821452,79.857285,206517,2317,2,1,House,Sale,117518,37,2.03,40.86,North
576,12.408607,76.368462,126944,3479,5,3,Apartment,Rent,85821,37,7.53,7.09,North
577,10.100346,77.434188,59282,3020,5,3,House,Sale,124955,38,7.58,25.8,West
578,11.140331,77.386236,147806,628,4,2,Villa,Rent,117127,32,9.19,39.51,East
579,12.862431,79.193657,90897,3830,5,1,Apartment,Rent,87739,38,2.06,21.41,East
580,12.805143,79.641548,487011,3594,3,1,Apartment,Rent,130709,48,2.8,23.32,West
581,12.515663,79.536654,308588,1365,1,1,Apartment,Rent,66099,22,4.17,15.51,South
582,8.882597,76.810078,169031,2761,3,3,House,Sale,27602,50,3.23,26.57,South
583,8.867245,76.877367,447262,702,5,2,Villa,Rent,97270,53,4.46,46.18,South
584,10.537641,79.456195,342516,3303,3,4,House,Rent,78704,66,3.41,24.18,East
585,9.150811,77.921841,279090,679,3,4,House,Sale,147671,64,9.21,3.65,South
586,11.984495,78.424777,101142,2733,1,4,Villa,Sale,42849,31,9.83,6.73,East
587,12.284692,77.158181,203588,817,5,4,Apartment,Sale,41818,29,6.47,37.01,East
588,10.124074,78.431509,461857,1036,3,3,Villa,Rent,90571,70,1.84,4.27,East
589,10.61652,77.75867,336986,2083,2,3,House,Sale,41753,22,6.29,19.17,East
590,8.183954,79.302756,61239,2406,5,1,Villa,Rent,119269,28,1.18,18.12,West
591,8.562867,79.893849,181206,1831,1,2,Villa,Rent,112876,29,9.63,1.21,South
592,9.601944,76.423164,426507,2196,4,1,Villa,Rent,148939,69,5.1,28.88,South
593,9.678316,77.788557,76257,3345,1,1,Apartment,Rent,50227,41,8.28,43.66,West
594,9.382406,76.37335,53215,925,3,2,Villa,Rent,108845,61,5.07,5.07,East
595,12.437026,79.114096,155363,3537,5,2,House,Rent,126376,51,7.44,29.42,North
596,9.947817,76.136509,426434,762,3,4,Villa,Rent,29200,46,2.98,7.01,West
597,9.915131,78.203751,323663,1678,5,2,House,Rent,45242,24,8.99,3.49,East
598,11.070221,77.999909,381901,554,3,4,Apartment,Rent,99893,36,4.41,2.22,East
599,11.676961,79.773637,220544,3076,4,4,Apartment,Rent,84696,25,6.68,28.01,West
600,10.736223,78.350514,94924,616,2,2,Villa,Rent,89783,54,6.41,3.91,North
601,9.507817,79.765179,406271,3643,1,2,Apartment,Rent,108607,39,3.33,32.58,West
602,8.423224,77.593585,288511,1026,4,3,House,Rent,64139,24,7.21,11.11,North
603,9.718328,79.025414,187612,2311,3,2,House,Sale,50998,29,8.94,24.36,East
604,11.139624,78.649969,474090,3477,1,3,Villa,Rent,36647,55,8.15,26.57,North
605,9.190008,79.209792,376542,3333,5,4,House,Rent,130840,35,9.39,4.09,West
606,12.249909,78.107184,441061,1313,5,3,Villa,Rent,30541,50,8.53,29.35,East
607,12.221647,79.470139,497814,3240,3,4,Villa,Rent,78292,60,8.05,16.0,North
608,11.913624,77.11412,151352,2451,1,3,Apartment,Sale,105022,54,2.59,12.4,South
609,12.415179,78.119937,492072,1233,2,3,House,Sale,24047,49,3.55,20.03,West
610,12.345956,77.79091,494782,2842,1,4,Apartment,Sale,68412,29,5.16,27.58,North
611,12.713752,77.540895,171287,1463,1,2,Apartment,Sale,125643,31,2.99,4.06,West
612,10.478381,79.687897,290028,698,2,2,Apartment,Sale,126690,60,1.84,4.36,North
613,11.807225,79.15913,201201,1033,4,3,Villa,Sale,141858,56,5.01,32.08,West
614,10.907029,77.585769,189205,1298,3,4,House,Rent,69646,47,2.65,7.88,North
615,9.437799,78.692397,218689,2806,5,3,Apartment,Rent,49874,36,3.58,20.26,East
616,10.033302,79.843516,149592,1733,3,4,Villa,Rent,77833,66,5.89,30.4,West
617,9.778574,79.569106,128732,3806,2,4,Apartment,Sale,49321,61,9.28,5.53,East
618,10.918483,76.323694,251640,3998,5,3,Villa,Sale,76371,27,6.68,49.24,North
619,10.858731,76.63428,438123,3198,2,2,House,Rent,143444,65,3.4,48.23,West
620,9.774726,76.594997,219369,3419,4,1,Villa,Rent,98042,46,1.53,25.21,North
621,12.218969,78.001985,495724,2732,1,2,Apartment,Rent,64668,23,9.37,42.47,North
